FECHA,INCIDENTE,CANT_INCIDENTES
Apr 1 2019,RESTOS HUMANOS,15
Apr 1 2019,RIÑA,36002
Apr 1 2019,SANGRADO VAGINAL,60
Apr 1 2019,SINTOMAS GASTROINTESTINALES,1298
Apr 1 2019,SOLICITUD APOYO / DESACATO,971
Apr 1 2019,SUPLANTACION DE PROFESION U OFICIO,323
Apr 1 2019,TRASTORNO MENTAL,2204
Apr 1 2019,VEHICULO ABANDONADO/MAL ESTACIONADO,7968
Apr 1 2019,VEHICULO HURTADO,1052
Apr 1 2019,VEHICULO PELIGROSO,2769
Apr 1 2019,VEHICULO RECUPERADO,101
Apr 1 2019,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1536
Apr 1 2019,VERIFICAR SITUACION,13854
Apr 1 2019,VIOLENCIA SEXUAL,432
Aug 1 2014,ABEJAS,262
Aug 1 2014,ABORTO,7
Aug 1 2014,ABRIR DOMICILIO,121
Aug 1 2014,ACCIDENTE CEREBRO VASCULAR,3205
Aug 1 2014,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,15917
Aug 1 2014,ACCIDENTE TRANSITO SIMPLE,19027
Aug 1 2014,ACCION SUBVERSIVA,1
Aug 1 2014,ACTOS CONTRA EL AMBIENTE,1578
Aug 1 2014,ALARMA,1720
Aug 1 2014,ALTERACION DEL ORDEN PUBLICO,21419
Aug 1 2014,AMENAZA DE RUINA,38
Aug 1 2014,ANIMAL ATRAPADO,283
Aug 1 2014,ANIMAL MALTRATADO,911
Aug 1 2014,ANIMAL PELIGROSO,802
Aug 1 2014,ATRACO / HURTO EN PROCESO,9513
Aug 1 2014,CAIDA DE ALTURA,4161
Aug 1 2014,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2252
Aug 1 2014,DAÑOS EN SERVICIOS PUBLICOS,4933
Aug 1 2014,DELINCUENTE CAPTURADO POR CIVIL,1468
Aug 1 2014,DESARME,1
Aug 1 2014,DESLIZAMIENTO,18
Aug 1 2014,DISPAROS,1238
Aug 1 2014,DOLOR TORACICO,1085
Aug 1 2014,ELECTROCUCION / RESCATE,43
Aug 1 2014,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,723
Aug 1 2014,EMBRIAGUEZ,3604
Aug 1 2014,ENFERMO,3885
Aug 1 2014,EVENTO RESPIRATORIO,3502
Aug 1 2014,EXPLOSION,93
Aug 1 2014,EXTRAVIADOS / DESAPARECIDOS,1920
Aug 1 2014,FUGA DE GAS NATURAL O PROPANO,1180
Aug 1 2014,FUGA DE PRESOS,108
Aug 1 2014,HABITANTE DE LA CALLE,2016
Aug 1 2014,HALLAZGO DE EXPLOSIVOS,188
Aug 1 2014,HURTO EFECTUADO,2863
Aug 1 2014,INCENDIO CON MATPEL,30
Aug 1 2014,INCENDIO ESTRUCTURAL,1197
Aug 1 2014,INCENDIO FORESTAL,1261
Aug 1 2014,INCENDIO VEHICULAR,99
Aug 1 2014,INCIDENTE RESCATE ACUATICO,22
Aug 1 2014,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5368
Aug 1 2014,INDEBIDO USO DE ESTABLECIMIENTO,278
Aug 1 2014,INFORMACION CONFIDENCIAL,1245
Aug 1 2014,INTENTO DE SUICIDIO,615
Aug 1 2014,INTENTO/VIOLACION DE DOMICILIO,1090
Aug 1 2014,INTOXICACION,756
Aug 1 2014,INUNDACION,66
Aug 1 2014,INVASION DE TERRENO O EDIFICIO,162
Aug 1 2014,LESIONES PERSONALES,6517
Aug 1 2014,MALTRATO,2088
Aug 1 2014,MALTRATO A MUJER,6910
Aug 1 2014,MANIFESTACION / MOTIN,368
Aug 1 2014,MATPEL,199
Aug 1 2014,MENOR EN ESTABLECIMIENTO MAYORES,108
Aug 1 2014,MENOR O PERSONA ABANDONADA,493
Aug 1 2014,MOVILIDAD / SEÑALIZACION,6188
Aug 1 2014,MUERTE NATURAL,306
Aug 1 2014,MUERTO,137
Aug 1 2014,NARCOTICOS,4707
Aug 1 2014,PANDILLAS JUVENILES,341
Aug 1 2014,PATOLOGIA GINECOBSTETRICA,1179
Aug 1 2014,PERSONA O VEHICULO SOSPECHOSO,10750
Aug 1 2014,PERSONA PIDIENDO AUXILIO,1088
Aug 1 2014,PERSONA TENDIDA EN LA VIA,1092
Aug 1 2014,PORTE ILEGAL DE ARMAS,1862
Aug 1 2014,QUEMADURAS,77
Aug 1 2014,QUEMAS PROHIBIDAS,831
Aug 1 2014,RAPTO / SECUESTRO,653
Aug 1 2014,REMISION DINEROS / ACOMPAÑAMIENTO,4572
Aug 1 2014,RESCATES,140
Aug 1 2014,RESCATES MONTAÑA,5
Aug 1 2014,RESTOS HUMANOS,11
Aug 1 2014,RIÑA,38647
Aug 1 2014,SINTOMAS GASTROINTESTINALES,2008
Aug 1 2014,SOLICITUD APOYO / DESACATO,1142
Aug 1 2014,SUPLANTACION DE PROFESION U OFICIO,396
Aug 1 2014,TRASTORNO MENTAL,2520
Aug 1 2014,VEHICULO ABANDONADO/MAL ESTACIONADO,7511
Aug 1 2014,VEHICULO HURTADO,937
Aug 1 2014,VEHICULO PELIGROSO,3613
Aug 1 2014,VEHICULO RECUPERADO,101
Aug 1 2014,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2458
Aug 1 2014,VERIFICAR SITUACION,15693
Aug 1 2014,VIOLENCIA SEXUAL,964
Aug 1 2015,ABEJAS,425
Aug 1 2015,ABORTO,14
Aug 1 2015,ABRIR DOMICILIO,174
Aug 1 2015,ACCIDENTE CEREBRO VASCULAR,3920
Aug 1 2015,ACCIDENTE DE AVIACION,2
Aug 1 2015,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,24204
Aug 1 2015,ACCIDENTE TRANSITO SIMPLE,22381
Aug 1 2015,ACCION SUBVERSIVA,4
Aug 1 2015,ACTOS CONTRA EL AMBIENTE,1970
Aug 1 2015,ALARMA,1947
Aug 1 2015,ALTERACION DEL ORDEN PUBLICO,24934
Aug 1 2015,AMENAZA DE RUINA,42
Aug 1 2015,ANIMAL ATRAPADO,471
Aug 1 2015,ANIMAL MALTRATADO,1494
Aug 1 2015,ANIMAL PELIGROSO,939
Aug 1 2015,ATRACO / HURTO EN PROCESO,9695
Aug 1 2015,CAIDA DE ALTURA,5277
Aug 1 2015,CONVULSION,103
Aug 1 2015,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2892
Aug 1 2015,DAÑOS EN SERVICIOS PUBLICOS,4191
Aug 1 2015,DELINCUENTE CAPTURADO POR CIVIL,2055
Aug 1 2015,DESARME,1
Aug 1 2015,DESLIZAMIENTO,20
Aug 1 2015,DISPAROS,1467
Aug 1 2015,DOLOR TORACICO,1263
Aug 1 2015,ELECTROCUCION / RESCATE,34
Aug 1 2015,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,522
Aug 1 2015,EMBRIAGUEZ,3442
Aug 1 2015,EMERGENCIA AEREA,1
Aug 1 2015,ENFERMO,4025
Aug 1 2015,EVENTO RESPIRATORIO,3914
Aug 1 2015,EXHIBICIONES Y/O ACTOS OBSCENOS,554
Aug 1 2015,EXPLOSION,108
Aug 1 2015,EXTRAVIADOS / DESAPARECIDOS,2149
Aug 1 2015,FUGA DE GAS NATURAL O PROPANO,1885
Aug 1 2015,FUGA DE PRESOS,95
Aug 1 2015,HABITANTE DE LA CALLE,2352
Aug 1 2015,HALLAZGO DE EXPLOSIVOS,149
Aug 1 2015,HERIDOS,34
Aug 1 2015,HURTO EFECTUADO,2849
Aug 1 2015,INCENDIO CON MATPEL,65
Aug 1 2015,INCENDIO ESTRUCTURAL,1311
Aug 1 2015,INCENDIO FORESTAL,1230
Aug 1 2015,INCENDIO VEHICULAR,294
Aug 1 2015,INCIDENTE RESCATE ACUATICO,30
Aug 1 2015,INCONSCIENTE/PARO CARDIORRESPIRATORIO,6148
Aug 1 2015,INDEBIDO USO DE ESTABLECIMIENTO,233
Aug 1 2015,INFORMACION CONFIDENCIAL,746
Aug 1 2015,INTENTO DE SUICIDIO,1133
Aug 1 2015,INTENTO/VIOLACION DE DOMICILIO,1072
Aug 1 2015,INTOXICACION,1156
Aug 1 2015,INUNDACION,93
Aug 1 2015,INVASION DE TERRENO O EDIFICIO,167
Aug 1 2015,LESIONES PERSONALES,8349
Aug 1 2015,MALTRATO,2741
Aug 1 2015,MALTRATO A MUJER,10042
Aug 1 2015,MANIFESTACION / MOTIN,214
Aug 1 2015,MATPEL,422
Aug 1 2015,MENOR EN ESTABLECIMIENTO MAYORES,152
Aug 1 2015,MENOR O PERSONA ABANDONADA,739
Aug 1 2015,MOVILIDAD / SEÑALIZACION,4748
Aug 1 2015,MUERTE NATURAL,346
Aug 1 2015,MUERTO,141
Aug 1 2015,NARCOTICOS,5333
Aug 1 2015,PANDILLAS JUVENILES,352
Aug 1 2015,PATOLOGIA GINECOBSTETRICA,1286
Aug 1 2015,PERSONA O VEHICULO SOSPECHOSO,10792
Aug 1 2015,PERSONA PIDIENDO AUXILIO,1402
Aug 1 2015,PERSONA TENDIDA EN LA VIA,1279
Aug 1 2015,PORTE ILEGAL DE ARMAS,2080
Aug 1 2015,PREVENCION,8
Aug 1 2015,QUEMADURAS,96
Aug 1 2015,QUEMAS PROHIBIDAS,933
Aug 1 2015,RAPTO / SECUESTRO,794
Aug 1 2015,REMISION DINEROS / ACOMPAÑAMIENTO,4568
Aug 1 2015,RESCATES,241
Aug 1 2015,RESCATES MONTAÑA,3
Aug 1 2015,RESTOS HUMANOS,15
Aug 1 2015,RIÑA,44977
Aug 1 2015,SANGRADO VAGINAL,1
Aug 1 2015,SINTOMAS GASTROINTESTINALES,1942
Aug 1 2015,SISMO,4
Aug 1 2015,SOLICITUD APOYO / DESACATO,1483
Aug 1 2015,SUPLANTACION DE PROFESION U OFICIO,448
Aug 1 2015,TRASTORNO MENTAL,3757
Aug 1 2015,VEHICULO ABANDONADO/MAL ESTACIONADO,13156
Aug 1 2015,VEHICULO HURTADO,1141
Aug 1 2015,VEHICULO PELIGROSO,4720
Aug 1 2015,VEHICULO RECUPERADO,110
Aug 1 2015,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,3088
Aug 1 2015,VERIFICAR SITUACION,15481
Aug 1 2015,VIOLENCIA SEXUAL,478
Aug 1 2016,ABEJAS,777
Aug 1 2016,ABORTO,2
Aug 1 2016,ABRIR DOMICILIO,179
Aug 1 2016,ACCIDENTE CEREBRO VASCULAR,1231
Aug 1 2016,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,26141
Aug 1 2016,ACCIDENTE TRANSITO SIMPLE,24634
Aug 1 2016,ACCION SUBVERSIVA,1
Aug 1 2016,ACTOS CONTRA EL AMBIENTE,2486
Aug 1 2016,ALARMA,2733
Aug 1 2016,ALTERACION DEL ORDEN PUBLICO,27183
Aug 1 2016,AMENAZA DE RUINA,175
Aug 1 2016,ANIMAL ATRAPADO,477
Aug 1 2016,ANIMAL MALTRATADO,2160
Aug 1 2016,ANIMAL PELIGROSO,1353
Aug 1 2016,ATRACO / HURTO EN PROCESO,10359
Aug 1 2016,CAIDA DE ALTURA,1257
Aug 1 2016,CONVULSION,2264
Aug 1 2016,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2753
Aug 1 2016,DAÑOS EN SERVICIOS PUBLICOS,5157
Aug 1 2016,DELINCUENTE CAPTURADO POR CIVIL,2245
Aug 1 2016,DESLIZAMIENTO,20
Aug 1 2016,DISPAROS,1239
Aug 1 2016,DOLOR TORACICO,1038
Aug 1 2016,ELECTROCUCION / RESCATE,48
Aug 1 2016,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,1600
Aug 1 2016,EMBRIAGUEZ,3913
Aug 1 2016,ENFERMO,3059
Aug 1 2016,EVENTO RESPIRATORIO,3045
Aug 1 2016,EXHIBICIONES Y/O ACTOS OBSCENOS,663
Aug 1 2016,EXPLOSION,151
Aug 1 2016,EXTRAVIADOS / DESAPARECIDOS,1910
Aug 1 2016,FUGA DE GAS NATURAL O PROPANO,1594
Aug 1 2016,FUGA DE PRESOS,116
Aug 1 2016,HABITANTE DE LA CALLE,4495
Aug 1 2016,HALLAZGO DE EXPLOSIVOS,117
Aug 1 2016,HERIDOS,3533
Aug 1 2016,HURTO EFECTUADO,3339
Aug 1 2016,INCENDIO CON MATPEL,17
Aug 1 2016,INCENDIO ESTRUCTURAL,1063
Aug 1 2016,INCENDIO FORESTAL,797
Aug 1 2016,INCENDIO VEHICULAR,199
Aug 1 2016,INCIDENTE RESCATE ACUATICO,34
Aug 1 2016,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5811
Aug 1 2016,INDEBIDO USO DE ESTABLECIMIENTO,215
Aug 1 2016,INFORMACION CONFIDENCIAL,779
Aug 1 2016,INTENTO DE SUICIDIO,1326
Aug 1 2016,INTENTO/VIOLACION DE DOMICILIO,1067
Aug 1 2016,INTOXICACION,890
Aug 1 2016,INUNDACION,142
Aug 1 2016,INVASION DE TERRENO O EDIFICIO,438
Aug 1 2016,LESIONES PERSONALES,6933
Aug 1 2016,MALTRATO,2427
Aug 1 2016,MALTRATO A MUJER,9493
Aug 1 2016,MANIFESTACION / MOTIN,397
Aug 1 2016,MATPEL,486
Aug 1 2016,MENOR EN ESTABLECIMIENTO MAYORES,130
Aug 1 2016,MENOR O PERSONA ABANDONADA,420
Aug 1 2016,MOVILIDAD / SEÑALIZACION,5188
Aug 1 2016,MUERTE NATURAL,352
Aug 1 2016,MUERTO,156
Aug 1 2016,NARCOTICOS,6003
Aug 1 2016,PANDILLAS JUVENILES,265
Aug 1 2016,PATOLOGIA GINECOBSTETRICA,897
Aug 1 2016,PERSONA O VEHICULO SOSPECHOSO,11027
Aug 1 2016,PERSONA PIDIENDO AUXILIO,1275
Aug 1 2016,PERSONA TENDIDA EN LA VIA,877
Aug 1 2016,PORTE ILEGAL DE ARMAS,1995
Aug 1 2016,PREVENCION,8
Aug 1 2016,QUEMADURAS,124
Aug 1 2016,QUEMAS PROHIBIDAS,941
Aug 1 2016,RAPTO / SECUESTRO,833
Aug 1 2016,REMISION DINEROS / ACOMPAÑAMIENTO,5179
Aug 1 2016,RESCATES,312
Aug 1 2016,RESCATES MONTAÑA,6
Aug 1 2016,RESTOS HUMANOS,9
Aug 1 2016,RIÑA,41886
Aug 1 2016,SANGRADO VAGINAL,83
Aug 1 2016,SINTOMAS GASTROINTESTINALES,1600
Aug 1 2016,SOLICITUD APOYO / DESACATO,1248
Aug 1 2016,SUPLANTACION DE PROFESION U OFICIO,442
Aug 1 2016,TRASTORNO MENTAL,3414
Aug 1 2016,VEHICULO ABANDONADO/MAL ESTACIONADO,14717
Aug 1 2016,VEHICULO HURTADO,1157
Aug 1 2016,VEHICULO PELIGROSO,5121
Aug 1 2016,VEHICULO RECUPERADO,109
Aug 1 2016,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2710
Aug 1 2016,VERIFICAR SITUACION,15081
Aug 1 2016,VIOLENCIA SEXUAL,353
Aug 1 2017,ABEJAS,411
Aug 1 2017,ABORTO,1
Aug 1 2017,ABRIR DOMICILIO,119
Aug 1 2017,ACCIDENTE CEREBRO VASCULAR,965
Aug 1 2017,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,13724
Aug 1 2017,ACCIDENTE TRANSITO SIMPLE,20478
Aug 1 2017,ACTOS CONTRA EL AMBIENTE,3129
Aug 1 2017,ALARMA,3311
Aug 1 2017,ALTERACION DEL ORDEN PUBLICO,35917
Aug 1 2017,AMENAZA DE RUINA,45
Aug 1 2017,ANIMAL ATRAPADO,374
Aug 1 2017,ANIMAL MALTRATADO,3810
Aug 1 2017,ANIMAL PELIGROSO,1835
Aug 1 2017,ATRACO / HURTO EN PROCESO,9010
Aug 1 2017,CAIDA DE ALTURA,770
Aug 1 2017,CONVULSION,1829
Aug 1 2017,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2675
Aug 1 2017,DAÑOS EN SERVICIOS PUBLICOS,1857
Aug 1 2017,DELINCUENTE CAPTURADO POR CIVIL,2440
Aug 1 2017,DESLIZAMIENTO,11
Aug 1 2017,DISPAROS,947
Aug 1 2017,DOLOR TORACICO,1041
Aug 1 2017,ELECTROCUCION / RESCATE,32
Aug 1 2017,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,498
Aug 1 2017,EMBRIAGUEZ,5123
Aug 1 2017,EMERGENCIA AEREA,3
Aug 1 2017,ENFERMO,2664
Aug 1 2017,EVENTO RESPIRATORIO,2741
Aug 1 2017,EXHIBICIONES Y/O ACTOS OBSCENOS,721
Aug 1 2017,EXPLOSION,66
Aug 1 2017,EXTRAVIADOS / DESAPARECIDOS,1611
Aug 1 2017,FUGA DE GAS NATURAL O PROPANO,836
Aug 1 2017,FUGA DE PRESOS,130
Aug 1 2017,HABITANTE DE LA CALLE,3502
Aug 1 2017,HALLAZGO DE EXPLOSIVOS,187
Aug 1 2017,HERIDOS,3496
Aug 1 2017,HURTO EFECTUADO,3065
Aug 1 2017,INCENDIO CON MATPEL,19
Aug 1 2017,INCENDIO ESTRUCTURAL,885
Aug 1 2017,INCENDIO FORESTAL,442
Aug 1 2017,INCENDIO VEHICULAR,175
Aug 1 2017,INCIDENTE RESCATE ACUATICO,19
Aug 1 2017,INCONSCIENTE/PARO CARDIORRESPIRATORIO,4034
Aug 1 2017,INDEBIDO USO DE ESTABLECIMIENTO,1058
Aug 1 2017,INFORMACION CONFIDENCIAL,588
Aug 1 2017,INTENTO DE SUICIDIO,705
Aug 1 2017,INTENTO/VIOLACION DE DOMICILIO,997
Aug 1 2017,INTOXICACION,620
Aug 1 2017,INUNDACION,239
Aug 1 2017,INVASION DE TERRENO O EDIFICIO,179
Aug 1 2017,LESIONES PERSONALES,5329
Aug 1 2017,MALTRATO,1977
Aug 1 2017,MALTRATO A MUJER,11171
Aug 1 2017,MANIFESTACION / MOTIN,337
Aug 1 2017,MATPEL,348
Aug 1 2017,MENOR EN ESTABLECIMIENTO MAYORES,106
Aug 1 2017,MENOR O PERSONA ABANDONADA,589
Aug 1 2017,MOVILIDAD / SEÑALIZACION,3882
Aug 1 2017,MUERTE NATURAL,335
Aug 1 2017,MUERTO,136
Aug 1 2017,NARCOTICOS,7201
Aug 1 2017,PANDILLAS JUVENILES,175
Aug 1 2017,PATOLOGIA GINECOBSTETRICA,605
Aug 1 2017,PERSONA O VEHICULO SOSPECHOSO,10319
Aug 1 2017,PERSONA PIDIENDO AUXILIO,1147
Aug 1 2017,PERSONA TENDIDA EN LA VIA,690
Aug 1 2017,POLVORA,60
Aug 1 2017,PORTE ILEGAL DE ARMAS,1742
Aug 1 2017,QUEMADURAS,47
Aug 1 2017,QUEMAS PROHIBIDAS,754
Aug 1 2017,RAPTO / SECUESTRO,749
Aug 1 2017,REMISION DINEROS / ACOMPAÑAMIENTO,4926
Aug 1 2017,RESCATES,166
Aug 1 2017,RESCATES MONTAÑA,4
Aug 1 2017,RESTOS HUMANOS,15
Aug 1 2017,RIÑA,40248
Aug 1 2017,SANGRADO VAGINAL,72
Aug 1 2017,SINTOMAS GASTROINTESTINALES,1361
Aug 1 2017,SISMO,1
Aug 1 2017,SOLICITUD APOYO / DESACATO,966
Aug 1 2017,SUPLANTACION DE PROFESION U OFICIO,401
Aug 1 2017,TRASTORNO MENTAL,2241
Aug 1 2017,VEHICULO ABANDONADO/MAL ESTACIONADO,9663
Aug 1 2017,VEHICULO HURTADO,1141
Aug 1 2017,VEHICULO PELIGROSO,3732
Aug 1 2017,VEHICULO RECUPERADO,118
Aug 1 2017,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2791
Aug 1 2017,VERIFICAR SITUACION,14986
Aug 1 2017,VIOLENCIA SEXUAL,352
Aug 1 2018,ABEJAS,315
Aug 1 2018,ABORTO,3
Aug 1 2018,ABRIR DOMICILIO,168
Aug 1 2018,ACCIDENTE CEREBRO VASCULAR,896
Aug 1 2018,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,11594
Aug 1 2018,ACCIDENTE TRANSITO SIMPLE,17430
Aug 1 2018,ACTOS CONTRA EL AMBIENTE,2361
Aug 1 2018,ALARMA,3698
Aug 1 2018,ALTERACION DEL ORDEN PUBLICO,27383
Aug 1 2018,AMENAZA DE RUINA,108
Aug 1 2018,ANIMAL ATRAPADO,281
Aug 1 2018,ANIMAL MALTRATADO,2679
Aug 1 2018,ANIMAL PELIGROSO,1159
Aug 1 2018,ATRACO / HURTO EN PROCESO,8812
Aug 1 2018,CAIDA DE ALTURA,589
Aug 1 2018,CONVULSION,1751
Aug 1 2018,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2482
Aug 1 2018,DAÑOS EN SERVICIOS PUBLICOS,2290
Aug 1 2018,DELINCUENTE CAPTURADO POR CIVIL,2736
Aug 1 2018,DESARME,1
Aug 1 2018,DESLIZAMIENTO,10
Aug 1 2018,DISPAROS,983
Aug 1 2018,DOLOR TORACICO,1036
Aug 1 2018,ELECTROCUCION / RESCATE,45
Aug 1 2018,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,1091
Aug 1 2018,EMBRIAGUEZ,4804
Aug 1 2018,ENFERMO,2593
Aug 1 2018,EVENTO RESPIRATORIO,2549
Aug 1 2018,EXHIBICIONES Y/O ACTOS OBSCENOS,514
Aug 1 2018,EXPLOSION,57
Aug 1 2018,EXTRAVIADOS / DESAPARECIDOS,1327
Aug 1 2018,FUGA DE GAS NATURAL O PROPANO,772
Aug 1 2018,FUGA DE PRESOS,141
Aug 1 2018,HABITANTE DE LA CALLE,2197
Aug 1 2018,HALLAZGO DE EXPLOSIVOS,116
Aug 1 2018,HERIDOS,3188
Aug 1 2018,HURTO EFECTUADO,3331
Aug 1 2018,INCENDIO CON MATPEL,14
Aug 1 2018,INCENDIO ESTRUCTURAL,656
Aug 1 2018,INCENDIO FORESTAL,478
Aug 1 2018,INCENDIO VEHICULAR,110
Aug 1 2018,INCIDENTE RESCATE ACUATICO,14
Aug 1 2018,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3759
Aug 1 2018,INDEBIDO USO DE ESTABLECIMIENTO,689
Aug 1 2018,INFORMACION CONFIDENCIAL,567
Aug 1 2018,INTENTO DE SUICIDIO,752
Aug 1 2018,INTENTO/VIOLACION DE DOMICILIO,837
Aug 1 2018,INTOXICACION,557
Aug 1 2018,INUNDACION,124
Aug 1 2018,INVASION DE TERRENO O EDIFICIO,186
Aug 1 2018,LESIONES PERSONALES,5197
Aug 1 2018,MALTRATO,1696
Aug 1 2018,MALTRATO A MUJER,10477
Aug 1 2018,MANIFESTACION / MOTIN,252
Aug 1 2018,MATPEL,274
Aug 1 2018,MENOR EN ESTABLECIMIENTO MAYORES,86
Aug 1 2018,MENOR O PERSONA ABANDONADA,625
Aug 1 2018,MOVILIDAD / SEÑALIZACION,3736
Aug 1 2018,MUERTE NATURAL,408
Aug 1 2018,MUERTO,152
Aug 1 2018,NARCOTICOS,7739
Aug 1 2018,PANDILLAS JUVENILES,109
Aug 1 2018,PATOLOGIA GINECOBSTETRICA,501
Aug 1 2018,PERSONA O VEHICULO SOSPECHOSO,10360
Aug 1 2018,PERSONA PIDIENDO AUXILIO,1157
Aug 1 2018,PERSONA TENDIDA EN LA VIA,614
Aug 1 2018,POLVORA,71
Aug 1 2018,PORTE ILEGAL DE ARMAS,1725
Aug 1 2018,QUEMADURAS,43
Aug 1 2018,QUEMAS PROHIBIDAS,657
Aug 1 2018,RAPTO / SECUESTRO,630
Aug 1 2018,REMISION DINEROS / ACOMPAÑAMIENTO,3602
Aug 1 2018,RESCATES,162
Aug 1 2018,RESCATES MONTAÑA,2
Aug 1 2018,RESTOS HUMANOS,16
Aug 1 2018,RIÑA,37821
Aug 1 2018,SANGRADO VAGINAL,45
Aug 1 2018,SINTOMAS GASTROINTESTINALES,1243
Aug 1 2018,SISMO,4
Aug 1 2018,SOLICITUD APOYO / DESACATO,1039
Aug 1 2018,SUPLANTACION DE PROFESION U OFICIO,356
Aug 1 2018,TRASTORNO MENTAL,2244
Aug 1 2018,VEHICULO ABANDONADO/MAL ESTACIONADO,8972
Aug 1 2018,VEHICULO HURTADO,1214
Aug 1 2018,VEHICULO PELIGROSO,2857
Aug 1 2018,VEHICULO RECUPERADO,116
Aug 1 2018,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1856
Aug 1 2018,VERIFICAR SITUACION,14593
Aug 1 2018,VIOLENCIA SEXUAL,409
Aug 1 2019,ABEJAS,470
Aug 1 2019,ABORTO,2
Aug 1 2019,ABRIR DOMICILIO,139
Aug 1 2019,ACCIDENTE CEREBRO VASCULAR,917
Aug 1 2019,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,12525
Aug 1 2019,ACCIDENTE TRANSITO SIMPLE,16745
Aug 1 2019,ACCION SUBVERSIVA,3
Aug 1 2019,ACTOS CONTRA EL AMBIENTE,2393
Aug 1 2019,ALARMA,2431
Aug 1 2019,ALTERACION DEL ORDEN PUBLICO,25966
Aug 1 2019,AMENAZA DE RUINA,60
Aug 1 2019,ANIMAL ATRAPADO,319
Aug 1 2019,ANIMAL MALTRATADO,3063
Aug 1 2019,ANIMAL PELIGROSO,1369
Aug 1 2019,ATRACO / HURTO EN PROCESO,8905
Aug 1 2019,CAIDA DE ALTURA,556
Aug 1 2019,CONVULSION,1804
Aug 1 2019,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2649
Aug 1 2019,DAÑOS EN SERVICIOS PUBLICOS,2102
Aug 1 2019,DELINCUENTE CAPTURADO POR CIVIL,2884
Aug 1 2019,DESLIZAMIENTO,52
Aug 1 2019,DISPAROS,1097
Aug 1 2019,DOLOR TORACICO,1221
Aug 1 2019,ELECTROCUCION / RESCATE,7
Aug 1 2019,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,677
Aug 1 2019,EMBRIAGUEZ,4214
Aug 1 2019,ENFERMO,2986
Aug 1 2019,EVENTO RESPIRATORIO,2566
Aug 1 2019,EXHIBICIONES Y/O ACTOS OBSCENOS,560
Aug 1 2019,EXPLOSION,38
Aug 1 2019,EXTRAVIADOS / DESAPARECIDOS,1428
Aug 1 2019,FUGA DE GAS NATURAL O PROPANO,797
Aug 1 2019,FUGA DE PRESOS,111
Aug 1 2019,HABITANTE DE LA CALLE,1791
Aug 1 2019,HALLAZGO DE EXPLOSIVOS,82
Aug 1 2019,HERIDOS,3551
Aug 1 2019,HURTO EFECTUADO,3310
Aug 1 2019,INCENDIO CON MATPEL,22
Aug 1 2019,INCENDIO ESTRUCTURAL,779
Aug 1 2019,INCENDIO FORESTAL,844
Aug 1 2019,INCENDIO VEHICULAR,100
Aug 1 2019,INCIDENTE RESCATE ACUATICO,29
Aug 1 2019,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3859
Aug 1 2019,INDEBIDO USO DE ESTABLECIMIENTO,244
Aug 1 2019,INFORMACION CONFIDENCIAL,440
Aug 1 2019,INTENTO DE SUICIDIO,896
Aug 1 2019,INTENTO/VIOLACION DE DOMICILIO,853
Aug 1 2019,INTOXICACION,634
Aug 1 2019,INUNDACION,93
Aug 1 2019,INVASION DE TERRENO O EDIFICIO,213
Aug 1 2019,LESIONES PERSONALES,5720
Aug 1 2019,MALTRATO,2005
Aug 1 2019,MALTRATO A MUJER,9102
Aug 1 2019,MANIFESTACION / MOTIN,193
Aug 1 2019,MATPEL,313
Aug 1 2019,MENOR EN ESTABLECIMIENTO MAYORES,103
Aug 1 2019,MENOR O PERSONA ABANDONADA,689
Aug 1 2019,MOVILIDAD / SEÑALIZACION,4266
Aug 1 2019,MUERTE NATURAL,414
Aug 1 2019,MUERTO,150
Aug 1 2019,NARCOTICOS,7682
Aug 1 2019,PANDILLAS JUVENILES,91
